biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P02751	P02751	FN1	C	99.07	canonical	  0.999	  0.000	2276084	2632.00	3097									P02751	1331	220				coreProteome GENCODE_v48 SP sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5 \VariantSimple=(15|L)(87|F)(123|R)(225|W)(240|D)(260|G)(809|809|-)(817|P)(940|N)(973|C)(1120|P)(1558|R)(1925|R)(1974|R)(2051|V)(2212|V)(2261|I)(2471|N)	Homo sapiens
P51884	P51884	LUM	C	95.27	canonical	  0.999	  0.000	334947	2620.13	252									P51884	2426	30				coreProteome GENCODE_v48 SP sp|P51884|LUM_HUMAN Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2 \VariantSimple=(199|P)	Homo sapiens
P05090	P05090	APOD	C	93.12	canonical	  0.999	  0.000	193477	2572.91	120									P05090	1400	20				coreProteome GENCODE_v48 SP sp|P05090|APOD_HUMAN Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1 \VariantSimple=(15|S)(115|L)(178|K)	Homo sapiens
P05156	P05156	CFI	C	97.6	canonical	  0.999	  0.000	558448	2560.82	496									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P05156|CFAI_HUMAN Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2 \VariantSimple=(64|L)(119|R)(183|R)(188|A)(243|D)(287|R)(300|A)(317|W)(340|T)(416|L)(418|L)(519|N)(522|T)(524|V)	Homo sapiens
P05452	P05452	CLEC3B	C	90.59	canonical	  0.999	  0.000	190769	2536.90	222									P05452	1423	6				coreProteome GENCODE_v48 SP sp|P05452|TETN_HUMAN Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3 \VariantSimple=(55|S)(58|M)(106|S)(180|D)	Homo sapiens
P43652	P43652	AFM	C	96.83	canonical	  0.999	  0.000	717287	2510.18	525									P02768	1337	148				coreProteome GENCODE_v48 SP sp|P43652|AFAM_HUMAN Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1 \VariantSimple=(395|H)(404|S)	Homo sapiens
P00736	P00736	C1R	C	97.02	canonical	  0.999	  0.000	665717	2459.13	718									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P00736|C1R_HUMAN Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2 \VariantSimple=(50|D)(131|H)(152|L)(163|Y)(184|K)(186|R)(261|R)(290|G)(297|D)(300|P)(301|P)(302|C)(306|RR)(309|W)(338|R)(358|F)(364|C)(371	Homo sapiens
P02775	P02775	PPBP	C	73.44	canonical	  0.999	  0.000	124222	2359.91	77									P02775	1339	10				coreProteome GENCODE_v48 SP sp|P02775|CXCL7_HUMAN Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3 	Homo sapiens
P02776	P02776	PF4	C	77.23	canonical	  0.999	  0.000	85317	2269.14	77									P02775	1339	10				coreProteome GENCODE_v48 SP sp|P02776|PLF4_HUMAN Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2 	Homo sapiens
P07360	P07360	C8G	C	90.1	canonical	  0.999	  0.000	200176	2218.33	188									P07360	1466	5				coreProteome GENCODE_v48 SP sp|P07360|CO8G_HUMAN Complement component C8 gamma chain OS=Homo sapiens OX=9606 GN=C8G PE=1 SV=3 \VariantSimple=(69|Q)(118|G)(124|N)	Homo sapiens
P07357	P07357	C8A	C	94.69	canonical	  0.999	  0.000	449373	2134.24	509									P07357	1464	11				coreProteome GENCODE_v48 SP sp|P07357|CO8A_HUMAN Complement component C8 alpha chain OS=Homo sapiens OX=9606 GN=C8A PE=1 SV=2 \VariantSimple=(93|K)(407|I)(424|584|-)(458|N)(485|L)(561|Q)(575|L)	Homo sapiens
Q06033	Q06033	ITIH3	C	94.83	canonical	  0.999	  0.000	607214	2124.97	634									Q14624	3109	7018				coreProteome GENCODE_v48 SP sp|Q06033|ITIH3_HUMAN Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2 \VariantSimple=(315|K)(340|M)(640|L)(751|A)(825|Q)(858|V)	Homo sapiens
P01031	P01031	C5	C	98.39	canonical	  0.999	  0.000	1434373	2119.41	1616									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P01031|CO5_HUMAN Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4 \(19|1676|-)(145|I)(354|M)(389|I)(449|G)(518|S)(802|I)(885|C)(885|H)(928|Q)(933|V)(966|Y)(1033|T)(1037|N)(1043|K)(1053|L)(1310|N)(1365|A)(1437|D)(1476|16	Homo sapiens
P08185	P08185	SERPINA6	C	98.27	canonical	  0.999	  0.000	302306	2115.87	410									P01009	1277	289				coreProteome GENCODE_v48 SP sp|P08185|CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1 \VariantSimple=(115|H)(246|A)(389|N)	Homo sapiens
P36955	P36955	SERPINF1	C	100	canonical	  0.999	  0.000	365067	2110.76	445									P36955	2153	38				coreProteome GENCODE_v48 SP sp|P36955|PEDF_HUMAN Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4 \VariantSimple=(72|M)(132|R)	Homo sapiens
P07358	P07358	C8B	C	92.72	canonical	  0.999	  0.000	473616	2099.42	526									P07358	1465	28				coreProteome GENCODE_v48 SP sp|P07358|CO8B_HUMAN Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=4 \(91|591|-)(108|K)(117|R)(121|591|-)(261|L)(274|591|-)(428|591|-)	Homo sapiens
P02747	P02747	C1QC	C	89.39	canonical	  0.999	  0.000	211790	2011.74	136									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P02747|C1QC_HUMAN Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3 \VariantSimple=(34|R)	Homo sapiens
P20742	P20742	PZP	C	98.45	canonical	  0.999	  0.000	1011905	1950.23	1094									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P20742|PZP_HUMAN Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4 \VariantSimple=(379|V)(691|M)(813|A)(857|S)(1003|M)(1128|H)(1205|P)(1443|N)	Homo sapiens
P62328	P62328	TMSB4X	C	97.73	canonical	  0.999	  0.000	27710	1842.47	134									P62328	2652	20				coreProteome GENCODE_v48 SP sp|P62328|TYB4_HUMAN Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2 	Homo sapiens
P60709	P60709	ACTB	C	99.73	canonical	  0.999	  0.000	273658	1819.59	374									P04114	1364	34035				"coreProteome GENCODE_v48 SP sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 \VariantSimple=(12|D)(65|V)(70|A)(111|D)(137|H)(146|A)(146|D)(146|S)(146|V)(147|C)(147|S)(171|F)(183|W)(196|C)(196|H)(243|L)(313|R)(338|341|-)("	Homo sapiens
P10643	P10643	C7	C	98.7	canonical	  0.999	  0.000	628964	1818.29	814									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P10643|CO7_HUMAN Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2 \VariantSimple=(128|R)(220|Q)(222|H)(379|R)(389|T)(420|Q)(521|S)(587|P)(682|Q)(687|H)	Homo sapiens
P05543	P05543	SERPINA7	C	95.18	canonical	  0.999	  0.000	321634	1782.16	333									P01009	1277	289				coreProteome GENCODE_v48 SP sp|P05543|THBG_HUMAN Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2 \VariantSimple=(43|T)(116|N)(133|P)(191|N)(211|T)(247|P)(303|F)(351|Y)(383|L)	Homo sapiens
P63261	P63261	ACTG1	C	100	canonical	  0.999	  0.000	264694	1759.99	366									P04114	1364	34035				"coreProteome GENCODE_v48 SP sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1 \VariantSimple=(70|L)(89|I)(118|M)(118|N)(120|I)(122|V)(135|V)(155|F)(160|I)(187|H)(203|K)(241|K)(254|W)(256|W)(264|L)(278|I)(316|K)(332|A)(37"	Homo sapiens
P03952	P03952	KLKB1	C	100	canonical	  0.999	  0.000	478780	1675.51	503									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P03952|KLKB1_HUMAN Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=2 \VariantSimple=(123|R)(143|N)(178|T)(202|Q)(208|P)(210|E)(269|C)(311|V)(358|A)(381|A)(402|638|-)(442|P)(548|Y)(560|Q)	Homo sapiens
P06681	P06681	C2	C	96.81	canonical	  0.999	  0.000	528936	1674.75	606									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P06681|CO2_HUMAN Complement C2 OS=Homo sapiens OX=9606 GN=C2 PE=1 SV=2 \VariantSimple=(131|Y)(209|F)(318|D)(464|R)(533|L)(734|C)	Homo sapiens
P07225	P07225	PROS1	C	90.68	canonical	  0.999	  0.000	410706	1655.05	446									P07225	1456	65				coreProteome GENCODE_v48 SP sp|P07225|PROS_HUMAN Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=1 \VariantSimple=(15|H)(18|E)(40|L)(41|H)(50|E)(52|D)(67|A)(68|D)(72|C)(76|L)(78|M)(87|L)(88|Y)(90|C)(90|H)(95|E)(95|R)(98|S)(101|C)(11	Homo sapiens
P13671	P13671	C6	C	97.75	canonical	  0.999	  0.000	619857	1648.60	857									P13671	1661	9				coreProteome GENCODE_v48 SP sp|P13671|CO6_HUMAN Complement component C6 OS=Homo sapiens OX=9606 GN=C6 PE=1 SV=3 \VariantSimple=(119|E)(397|E)(470|F)	Homo sapiens
P29622	P29622	SERPINA4	C	95.78	canonical	  0.999	  0.000	302951	1611.49	345									P01009	1277	289				coreProteome GENCODE_v48 SP sp|P29622|KAIN_HUMAN Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3 	Homo sapiens
P02745	P02745	C1QA	C	76.33	canonical	  0.999	  0.000	157083	1606.87	158									P02745	1327	10				coreProteome GENCODE_v48 SP sp|P02745|C1QA_HUMAN Complement C1q subcomponent subunit A OS=Homo sapiens OX=9606 GN=C1QA PE=1 SV=2 \VariantSimple=(23|K)	Homo sapiens
P22792	P22792	CPN2	C	97.43	canonical	  0.999	  0.000	299826	1533.53	470									P22792	1894	347				coreProteome GENCODE_v48 SP sp|P22792|CPN2_HUMAN Carboxypeptidase N subunit 2 OS=Homo sapiens OX=9606 GN=CPN2 PE=1 SV=3 \VariantSimple=(305|T)(509|R)(536|M)	Homo sapiens
P00748	P00748	F12	C	95.93	canonical	  0.999	  0.000	355997	1527.14	511									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P00748|FA12_HUMAN Coagulation factor XII OS=Homo sapiens OX=9606 GN=F12 PE=1 SV=3 \VariantSimple=(53|C)(142|P)(207|P)(328|K)(328|R)(342|Q)(372|P)(411|T)(414|M)(417|Q)(440|K)(461|N)(505|C)(545|D)(589|R)(590|S)(605|H)	Homo sapiens
P04264	P04264	KRT1	C	99.84	canonical	  0.999	  0.000	388310	1475.39	824									P04264	1376	639				"coreProteome GENCODE_v48 SP sp|P04264|K2C1_HUMAN Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 \VariantSimple=(74|I)(155|D)(155|G)(161|P)(176|197|-)(186|P)(188|K)(188|S)(188|T)(193|P)(214|P)(312|V)(330|T)(340|V)(358|N)(436|D)(4"	Homo sapiens
P36980	P36980	CFHR2	C	96.67	canonical	  0.999	  0.000	176826	1469.67	202									P08603	1512	148				coreProteome GENCODE_v48 SP sp|P36980|FHR2_HUMAN Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1 	Homo sapiens
Q02325	Q02325	PLGLB1	C	70.83	canonical	  0.999	  0.000	63976	1417.95	39									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q02325|PLGB_HUMAN Plasminogen-like protein B OS=Homo sapiens OX=9606 GN=PLGLB1 PE=1 SV=1 	Homo sapiens
O75636	O75636	FCN3	C	90.97	canonical	  0.999	  0.000	170358	1415.92	194									P02675	1321	109				coreProteome GENCODE_v48 SP sp|O75636|FCN3_HUMAN Ficolin-3 OS=Homo sapiens OX=9606 GN=FCN3 PE=1 SV=2 	Homo sapiens
P01591	P01591	JCHAIN	C	87.42	canonical	  0.999	  0.000	94975	1403.34	107									P01591	1305	7				coreProteome GENCODE_v48 SP sp|P01591|IGJ_HUMAN Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4 	Homo sapiens
P02741	P02741	CRP	C	89.73	canonical	  0.999	  0.000	94956	1403.06	148									P02741	1326	4				coreProteome GENCODE_v48 SP sp|P02741|CRP_HUMAN C-reactive protein OS=Homo sapiens OX=9606 GN=CRP PE=1 SV=1 	Homo sapiens
Q14520	Q14520	HABP2	C	86.43	canonical	  0.999	  0.000	213467	1351.78	390									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q14520|HABP2_HUMAN Factor VII-activating protease OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1 \VariantSimple=(90|I)(393|Q)(534|E)	Homo sapiens
P10720	P10720	PF4V1	C	71.15	canonical	  0.999	  0.000	60273	1335.88	63									P02775	1339	10				coreProteome GENCODE_v48 SP sp|P10720|PF4V_HUMAN Platelet factor 4 variant OS=Homo sapiens OX=9606 GN=PF4V1 PE=1 SV=1 	Homo sapiens
P13645	P13645	KRT10	C	99.83	canonical	  0.999	  0.000	275411	1308.03	599									P04114	1364	34035				"coreProteome GENCODE_v48 SP sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6 \VariantSimple=(101|S)(126|S)(150|R)(150|T)(154|H)(156|C)(156|H)(156|L)(156|P)(156|S)(160|D)(160|N)(160|S)(161|S)(422|E)(427|584|-"	Homo sapiens
P35858	P35858	IGFALS	C	93.88	canonical	  0.999	  0.000	283530	1300.16	423									P35858	2134	4				coreProteome GENCODE_v48 SP sp|P35858|ALS_HUMAN Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1 \VariantSimple=(60|S)(73|L)(97|F)(127|P)(134|Q)(197|RSLR)(244|F)(276|S)(307|L)(439|LLEL)(440	Homo sapiens
P35527	P35527	KRT9	C	99.84	canonical	  0.999	  0.000	275301	1220.34	839									P04114	1364	34035				"coreProteome GENCODE_v48 SP sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3 \VariantSimple=(157|K)(157|R)(157|T)(157|V)(160|F)(160|V)(161|H)(161|I)(161|K)(161|S)(161|Y)(163|P)(163|Q)(163|W)(167|WL)(168|S)(171|"	Homo sapiens
O95445	O95445	APOM	C	100	canonical	  0.999	  0.000	100501	1214.99	120									O95445	1193	18				coreProteome GENCODE_v48 SP sp|O95445|APOM_HUMAN Apolipoprotein M OS=Homo sapiens OX=9606 GN=APOM PE=1 SV=2 	Homo sapiens
P15169	P15169	CPN1	C	94.54	canonical	  0.999	  0.000	187318	1186.19	335									P15169	1708	15				coreProteome GENCODE_v48 SP sp|P15169|CBPN_HUMAN Carboxypeptidase N catalytic chain OS=Homo sapiens OX=9606 GN=CPN1 PE=1 SV=1 \VariantSimple=(178|D)	Homo sapiens
P05160	P05160	F13B	C	95.92	canonical	  0.999	  0.000	276194	1113.00	385									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P05160|F13B_HUMAN Coagulation factor XIII B chain OS=Homo sapiens OX=9606 GN=F13B PE=1 SV=3 \VariantSimple=(25|R)(49|V)(101|N)(115|H)(136|F)(237|I)(336|F)(342|T)(350|R)(388|V)(421|E)(448|S)(450|F)(529|P)(543|S)(569|E)	Homo sapiens
P61769	P61769	B2M	C	83.19	canonical	  0.999	  0.000	50173	1112.02	123									P61769	2618	16				coreProteome GENCODE_v48 SP sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1 \VariantSimple=(11|P)(96|N)	Homo sapiens
O43866	O43866	CD5L	C	94.81	canonical	  0.999	  0.000	154698	1082.74	237									O43866	922	5				coreProteome GENCODE_v48 SP sp|O43866|CD5L_HUMAN CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1 \VariantSimple=(117|E)	Homo sapiens
Q96IY4	Q96IY4	CPB2	C	96.93	canonical	  0.999	  0.000	171659	1037.62	272									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q96IY4|CBPB2_HUMAN Carboxypeptidase B2 OS=Homo sapiens OX=9606 GN=CPB2 PE=1 SV=2 \VariantSimple=(169|T)(347|T)	Homo sapiens
O14791	O14791	APOL1	C	84.42	canonical	  0.999	  0.000	162754	1030.64	230									P06727	1438	307				coreProteome GENCODE_v48 SP sp|O14791|APOL1_HUMAN Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5 \VariantSimple=(150|K)(188|T)(228|I)(255|K)(337|N)(342|G)(384|M)	Homo sapiens
P22352	P22352	GPX3	C	86.73	canonical	  0.999	  0.000	92813	1028.54	115									P22352	1885	63				coreProteome GENCODE_v48 SP sp|P22352|GPX3_HUMAN Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2 \VariantSimple=(128|L)	Homo sapiens
P06702	P06702	S100A9	C	93.86	canonical	  0.999	  0.000	53298	1012.53	131									P06702	1436	2				coreProteome GENCODE_v48 SP sp|P06702|S10A9_HUMAN Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1 \VariantSimple=(20|R)	Homo sapiens
P68133	P68133	ACTA1	C	97.61	canonical	  0.999	  0.000	144238	959.060	213									P04114	1364	34035				"coreProteome GENCODE_v48 SP sp|P68133|ACTS_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1 \VariantSimple=(3|Y)(17|R)(17|S)(27|N)(37|L)(40|L)(42|Y)(43|R)(44|V)(45|F)(66|N)(68|I)(72|R)(74|K)(75|L)(75|R)(77|L)(79|A)(85|K)(96|P)"	Homo sapiens
P01034	P01034	CST3	C	80.82	canonical	  0.999	  0.000	47540	903.140	106									P01034	1280	5				coreProteome GENCODE_v48 SP sp|P01034|CYTC_HUMAN Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1 \VariantSimple=(25|T)(94|Q)	Homo sapiens
P18428	P18428	LBP	C	85.86	canonical	  0.999	  0.000	125477	878.220	204									P18428	1784	2				coreProteome GENCODE_v48 SP sp|P18428|LBP_HUMAN Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3 \VariantSimple=(9|L)(111|Q)(125|I)(147|K)(157|C)(166|M)(242|I)(283|G)(294|R)(333|L)(339|F)(364|T)(436|L)(445|T)	Homo sapiens
P62736	P62736	ACTA2	C	98.94	canonical	  0.999	  0.000	131604	875.050	206									P04114	1364	34035				"coreProteome GENCODE_v48 SP sp|P62736|ACTA_HUMAN Actin, aortic smooth muscle OS=Homo sapiens OX=9606 GN=ACTA2 PE=1 SV=1 \VariantSimple=(39|H)(117|T)(118|Q)(135|H)(145|C)(149|C)(154|A)(179|C)(179|H)(185|Q)(196|S)(212|Q)(258|C)(258|H)(292|G)(320|A)(326|N)(3"	Homo sapiens
P23142	P23142	FBLN1	C	95.45	canonical	  0.999	  0.000	218460	854.450	440									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P23142|FBLN1_HUMAN Fibulin-1 OS=Homo sapiens OX=9606 GN=FBLN1 PE=1 SV=4 \VariantSimple=(141|R)(397|F)(509|S)(695|R)	Homo sapiens
Q02985	Q02985	CFHR3	C	90	canonical	  0.999	  0.000	108908	851.930	141									P08603	1512	148				coreProteome GENCODE_v48 SP sp|Q02985|FHR3_HUMAN Complement factor H-related protein 3 OS=Homo sapiens OX=9606 GN=CFHR3 PE=1 SV=2 \VariantSimple=(71|Y)	Homo sapiens
P20851	P20851	C4BPB	C	97.22	canonical	  0.999	  0.000	93798	831.570	125									P20851	1842	10				coreProteome GENCODE_v48 SP sp|P20851|C4BPB_HUMAN C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1 \VariantSimple=(102|Q)(198|S)	Homo sapiens
Q9NZP8	Q9NZP8	C1RL	C	94.66	canonical	  0.999	  0.000	138904	803.120	253									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q9NZP8|C1RL_HUMAN Complement C1r subcomponent-like protein OS=Homo sapiens OX=9606 GN=C1RL PE=1 SV=2 \VariantSimple=(285|V)	Homo sapiens
Q16610	Q16610	ECM1	C	94.07	canonical	  0.999	  0.000	185609	796.220	382									Q16610	3255	10				coreProteome GENCODE_v48 SP sp|Q16610|ECM1_HUMAN Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2 \VariantSimple=(130|M)(167|I)(415|S)(528|R)(535|F)	Homo sapiens
P00742	P00742	F10	C	84.02	canonical	  0.999	  0.000	150644	770.500	328									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P00742|FA10_HUMAN Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2 \VariantSimple=(7|I)(30|H)(47|G)(51|V)(54|G)(54|K)(72|Q)(91|K)(142|K)(149|Y)(151|Y)(152|T)(176|186|-)(192|R)(262|D)(289|R)(304|K)(322|N)(327|W)(	Homo sapiens
P04278	P04278	SHBG	C	96.77	canonical	  0.999	  0.000	124723	753.910	292									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P04278|SHBG_HUMAN Sex hormone-binding globulin OS=Homo sapiens OX=9606 GN=SHBG PE=1 SV=2 \VariantSimple=(22|H)(25|H)(185|L)(356|N)	Homo sapiens
P00740	P00740	F9	C	84.38	canonical	  0.999	  0.000	124563	752.940	264									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P00740|FA9_HUMAN Coagulation factor IX OS=Homo sapiens OX=9606 GN=F9 PE=1 SV=2 \VariantSimple=(7|F)(17|N)(20|S)(28|R)(28|Y)(30|I)(37|T)(37|V)(43|L)(43|Q)(43|W)(45|N)(46|S)(46|T)(48|I)(49|P)(52|S)(53|A)(54|D)(54|G)(55|C)(58|A	Homo sapiens
Q9UGM5	Q9UGM5	FETUB	C	98.43	canonical	  0.999	  0.000	105264	736.750	276									Q9UGM5	5086	11				coreProteome GENCODE_v48 SP sp|Q9UGM5|FETUB_HUMAN Fetuin-B OS=Homo sapiens OX=9606 GN=FETUB PE=1 SV=2 \VariantSimple=(33|P)(202|S)(360|R)	Homo sapiens
P00915	P00915	CA1	C	97.7	canonical	  0.999	  0.000	80088	710.020	175									P00915	1274	107				coreProteome GENCODE_v48 SP sp|P00915|CAH1_HUMAN Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2 \VariantSimple=(68|R)(143|V)(254|R)	Homo sapiens
P08571	P08571	CD14	C	95.47	canonical	  0.999	  0.000	100042	700.200	196									P08571	1508	6				coreProteome GENCODE_v48 SP sp|P08571|CD14_HUMAN Monocyte differentiation antigen CD14 OS=Homo sapiens OX=9606 GN=CD14 PE=1 SV=2 \VariantSimple=(204|D)(341|K)	Homo sapiens
P08519	P08519	LPA	C	88.04	canonical	  0.999	  0.000	514463	691.060	470									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P08519|APOA_HUMAN Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=2 \VariantSimple=(990|Q)(1358|V)(1372|V)(1399|P)(1421|Q)(1598|T)(1679|T)(1685|R)(1822|A)(1891|M)(2016|C)	Homo sapiens
P00746	P00746	CFD	C	88.14	canonical	  0.999	  0.000	59852	663.270	166									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P00746|CFAD_HUMAN Complement factor D OS=Homo sapiens OX=9606 GN=CFD PE=1 SV=5 \VariantSimple=(213|G)(214|R)(248|M)	Homo sapiens
P15814	P15814	IGLL1	C	46.48	canonical	  0.999	  0.000	54861	663.230	64									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P15814|IGLL1_HUMAN Immunoglobulin lambda-like polypeptide 1 OS=Homo sapiens OX=9606 GN=IGLL1 PE=1 SV=1 \VariantSimple=(142|L)(189|H)	Homo sapiens
P35908	P35908	KRT2	C	99.84	canonical	  0.999	  0.000	190872	634.570	503									P04264	1376	639				"coreProteome GENCODE_v48 SP sp|P35908|K22E_HUMAN Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2 \VariantSimple=(101|G)(178|K)(181|P)(182|N)(186|D)(186|K)(186|Y)(219|D)(465|D)(465|K)(476|K)(476|V)(477|N)(479|P)(484|P)(4"	Homo sapiens
Q9UK55	Q9UK55	SERPINA10	C	90.99	canonical	  0.999	  0.000	113410	628.400	254									Q9UK55	5146	6				coreProteome GENCODE_v48 SP sp|Q9UK55|ZPI_HUMAN Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1 \VariantSimple=(46|R)(61|G)(139|R)(158|Q)(161|S)(196|H)(271|S)(384|P)(384|R)(420|L)	Homo sapiens
P27918	P27918	CFP	C	88.06	canonical	  0.999	  0.000	104324	603.190	189									P27918	1983	5				coreProteome GENCODE_v48 SP sp|P27918|PROP_HUMAN Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2 \VariantSimple=(3|I)(32|Y)(53|M)(100|W)(204|L)(244|K)(250|S)(298|V)(343|R)(414|D)	Homo sapiens
P02771	P02771	AFP	C	94.25	canonical	  0.999	  0.000	155340	590.210	414									P02768	1337	148				coreProteome GENCODE_v48 SP sp|P02771|FETA_HUMAN Alpha-fetoprotein OS=Homo sapiens OX=9606 GN=AFP PE=1 SV=1 \VariantSimple=(187|Q)(570|G)	Homo sapiens
Q96KN2	Q96KN2	CNDP1	C	94.08	canonical	  0.999	  0.000	118109	581.720	283									Q96KN2	4310	14				coreProteome GENCODE_v48 SP sp|Q96KN2|CNDP1_HUMAN Beta-Ala-His dipeptidase OS=Homo sapiens OX=9606 GN=CNDP1 PE=1 SV=5 \VariantSimple=(6|R)(20|LL)(113|I)	Homo sapiens
P17936	P17936	IGFBP3	C	87.29	canonical	  0.999	  0.000	77015	568.980	144									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P17936|IBP3_HUMAN Insulin-like growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=2 \VariantSimple=(7|M)(32|G)(56|T)(158|P)(234|S)(252|C)	Homo sapiens
